ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_3.started,fix_check_3.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,feedback_4.started,text_feedback.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,text_feedback.stopped,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fix_check_2.started,fix_check_2.stopped,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,search_displays_2.stopped,response.keys,response.corr,response.rt,response.duration,feedback_6.started,feedback_6.stopped,pause_4.started,pause_4.stopped,int14.stopped,int14_3.started,per15.stopped,per15_3.started,int14_3.stopped,per15_3.stopped,text_feedback_2.started,text_feedback_2.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
180,180,12,180,0,180,168,180,180,0,None,abs,inhibit,freq_top,,,,,0,548,548,360,,,,,,,,,,,0.7723974705053269,,,,,,,,,,,,,,,,,,,,,,,2047.3972526559733,2047.578550935099,2047.5785653671219,2048.352846604273,2048.352861036296,2134.0494630325334,2134.0494630325334,2051.3839091282866,None,1,,,2051.3842955857895,2051.3843350333186,2051.384344013244,2051.3847051345288,2135.5398179512554,2135.5398179512554,2135.5398179512554,2135.5398179512554,2137.030216486758,2137.030216486758,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,0,0,0,0,168,0,168,0,0,f,abs,resp,freq_top,,,,,0,549,549,977,,,,,,,,,,,0.7060008126386136,,,,,,,,,,,,,,,,,,,,,,,2051.385177542746,2051.650340627812,2051.6503557012584,2052.3570084789735,2052.357022910997,2138.054333038492,2138.054333038492,2053.058285809216,f,1,0.6624118409343396,None,2053.058783874363,2053.0588223597574,2053.0588310189714,2053.0592925229935,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
-12,0,0,90,180,180,-12,0,180,0,j,present,resp,freq_top,,,,,0,550,550,609,,,,,,,,,,,0.8751696093325497,,,,,,,,,,,,,,,,,,,,,,,2053.059766214057,2053.249102167818,2053.249116599841,2054.122537495999,2054.1225516073105,2139.8194884264794,2139.8194884264794,2055.00670672141,j,1,0.850130766704126,None,2055.0071996551706,2055.007239744123,2055.0072487240486,2055.007721773689,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,-168,0,12,180,270,180,0,180,180,None,present,inhibit,freq_top,,,,,0,551,551,38,,,,,,,,,,,0.9944461040668036,,,,,,,,,,,,,,,,,,,,,,,2055.0082041239666,2055.0809864191456,2055.0809998890336,2056.0787924309493,2056.078806862972,2141.776130139644,2141.776130139644,2059.110319986812,None,1,,,2059.110677900981,2059.110715744952,2059.1107247248774,2059.111282121674,2143.2665110360076,2143.2665110360076,2143.2665110360076,2143.2665110360076,2144.756899308738,2144.756899308738,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,0,-168,0,0,168,0,0,0,0,f,abs,resp,freq_top,,,,,0,552,552,1005,,,,,,,,,,,1.0150886581382492,,,,,,,,,,,,,,,,,,,,,,,2059.1117506813516,2059.1124693960933,2059.112479658865,2060.125666037858,2060.1256798284576,2145.8226503223473,2145.8226503223473,2061.076264902667,f,1,0.9102343693860462,None,2061.0767844554925,2061.076840900738,2061.0768505220863,2061.0776247199383,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
12,0,12,180,270,180,180,0,180,180,j,present,resp,freq_top,,,,,0,553,553,457,,,,,,,,,,,1.0547359073450735,,,,,,,,,,,,,,,,,,,,,,,2061.0782145086087,2061.3003255864373,2061.3003403391717,2062.3565816118066,2062.356596685253,2148.054055943652,2148.054055943652,2063.2407954161326,j,1,0.8384966319557066,None,2063.241308554726,2063.24134896439,2063.241358265027,2063.2419108511494,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,12,180,180,12,0,270,0,180,180,j,present,resp,freq_top,,,,,0,554,554,454,,,,,,,,,,,0.9967962894617295,,,,,,,,,,,,,,,,,,,,,,,2063.2423967292543,2063.447895586559,2063.4479096978703,2064.447028382337,2064.4470421729366,2150.143933130344,2150.143933130344,2065.114314129335,j,1,0.6204492910713384,None,2065.1148176465795,2065.1148574148206,2065.114866394746,2065.1153481036,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,12,180,-168,180,180,0,180,180,180,None,abs,inhibit,freq_top,,,,,0,555,555,340,,,,,,,,,,,1.0004504809532015,,,,,,,,,,,,,,,,,,,,,,,2065.115826605338,2065.3130379536547,2065.3130514235427,2066.3205839773755,2066.3205984093984,2152.017317144666,2152.017317144666,2069.3512023157946,None,1,,,2069.351586207604,2069.3516259758453,2069.3516349557704,2069.352095176946,2153.5160227525653,2153.5160227525653,2153.5160227525653,2153.5160227525653,2154.989746849489,2154.989746849489,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
90,0,12,180,180,-168,0,0,0,0,None,present,inhibit,freq_top,,,,,0,556,556,275,,,,,,,,,,,1.0824079019287505,,,,,,,,,,,,,,,,,,,,,,,2069.352576244377,2069.3534559563523,2069.3534665398356,2070.4336733090317,2070.433687420343,2156.1304475274096,2156.1304475274096,2073.4643391127706,None,1,,,2073.4647178731943,2073.4647573207235,2073.464767262784,2073.465322414599,2157.620819764559,2157.620819764559,2157.620819764559,2157.620819764559,2159.1112048301734,2159.1112048301734,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,12,0,270,168,0,0,0,0,0,None,present,inhibit,freq_top,,,,,0,557,557,270,,,,,,,,,,,0.917693531250922,,,,,,,,,,,,,,,,,,,,,,,2073.4658198383227,2073.466563568571,2073.466573831343,2074.388239055876,2074.388253487899,2160.085368622729,2160.085368622729,2077.4197826473205,None,1,,,2077.420154993512,2077.4201941203296,2077.420203100255,2077.420913155783,2161.575748556958,2161.575748556958,2161.575748556958,2161.575748556958,2163.0661227183773,2163.0661227183773,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,12,0,0,168,0,180,180,180,180,None,abs,inhibit,freq_top,,,,,0,558,558,347,,,,,,,,,,,0.864267455005999,,,,,,,,,,,,,,,,,,,,,,,2077.4213935817907,2077.422142122713,2077.422152706197,2078.2845847393864,2078.284598850698,2163.982005512391,2163.982005512391,2081.3163137021475,None,1,,,2081.3167033667664,2081.3167431350075,2081.3167524356445,2081.3172213160337,2165.472376466694,2165.472376466694,2165.472376466694,2165.472376466694,2166.962773077927,2166.962773077927,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,180,180,-168,180,-168,0,180,0,180,f,abs,resp,freq_top,,,,,0,559,559,870,,,,,,,,,,,0.8926684854277892,,,,,,,,,,,,,,,,,,,,,,,2081.3176982142136,2081.3186202601228,2081.318630843606,2082.215160936298,2082.215175368321,2167.9119604908938,2167.9119604908938,2082.999808855874,f,1,0.7406289152361865,None,2083.0003691390752,2083.000410510874,2083.0004194907997,2083.000912103849,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
90,180,-168,0,-168,180,0,180,0,180,f,present,resp,freq_top,,,,,0,560,560,513,,,,,,,,,,,0.7305143845974245,,,,,,,,,,,,,,,,,,,,,,,2083.0014294116927,2083.0022411328046,2083.002252037,2083.7387787814623,2083.738793534197,2169.435633498457,2169.435633498457,2084.6562635300215,f,1,0.8792180278458659,None,2084.656747163145,2084.65678564854,2084.656794628465,2084.6573712679588,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,0,180,-168,180,0,180,168,0,0,f,abs,resp,freq_top,,,,,0,561,561,970,,,,,,,,,,,1.0762879130140497,,,,,,,,,,,,,,,,,,,,,,,2084.6578366205204,2084.65858067148,2084.658590934252,2085.745305904365,2085.7453206570995,2171.442215142335,2171.442215142335,2086.728545835784,f,1,0.9367180935922192,None,2086.7290576915307,2086.72909713906,2086.7291061189853,2086.7296840413255,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,180,-168,0,180,0,180,168,180,180,f,abs,resp,freq_top,,,,,0,562,562,778,,,,,,,,,,,0.7444024417770922,,,,,,,,,,,,,,,,,,,,,,,2086.7301808236257,2086.7309723399053,2086.730982923389,2087.4766111429326,2087.476625254244,2173.1740877197594,2173.1740877197594,2088.510731331537,f,1,0.9971934010421251,None,2088.511226830991,2088.5112669199434,2088.5112758998685,2088.511634776172,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,12,0,0,270,180,-12,0,180,180,j,present,resp,freq_top,,,,,0,563,563,475,,,,,,,,,,,1.0127896952807114,,,,,,,,,,,,,,,,,,,,,,,2088.512110070794,2088.7434929215738,2088.743507674308,2089.7583672058254,2089.75838195856,2175.46375124837,2175.46375124837,2090.8001841526125,j,1,0.9954961951460177,None,2090.8006623336387,2090.8007027433027,2090.8007117232282,2090.8011716236924,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,12,180,270,180,0,180,0,0,-168,None,present,inhibit,freq_top,,,,,0,564,564,329,,,,,,,,,,,0.9814005620045704,,,,,,,,,,,,,,,,,,,,,,,2090.8016472390254,2090.8025433072935,2090.8025538907773,2091.7812246437375,2091.7812403586067,2177.478678450039,2177.478678450039,2094.813192215944,None,1,,,2094.8135738627725,2094.8136133103017,2094.813622290227,2094.8141960433163,2178.96910039749,2178.96910039749,2178.96910039749,2178.96910039749,2180.459477124602,2180.459477124602,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,90,180,-168,180,12,0,0,0,0,None,present,inhibit,freq_top,,,,,0,565,565,265,,,,,,,,,,,0.9856956410827564,,,,,,,,,,,,,,,,,,,,,,,2094.8146899392123,2094.8154141060513,2094.815424689535,2095.803082423528,2095.803096855551,2181.5002536828915,2181.5002536828915,2098.83494223663,None,1,,,2098.8353120171287,2098.835350502523,2098.8353594824484,2098.835903409357,2182.9906339378317,2182.9906339378317,2182.9906339378317,2182.9906339378317,2184.4810119477906,2184.4810119477906,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,90,180,0,-12,0,0,0,180,-12,j,present,resp,freq_top,,,,,0,566,566,732,,,,,,,,,,,0.7728110612006074,,,,,,,,,,,,,,,,,,,,,,,2098.83638094896,2098.8371015879716,2098.837112171455,2099.6085409994525,2099.608555110764,2185.30530720004,2185.30530720004,2100.34226632791,j,1,0.6887473963714115,None,2100.3427457917824,2100.3427836357537,2100.3427922949672,2100.3434423774224,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
90,180,0,0,0,-12,180,180,-12,0,j,present,resp,freq_top,,,,,0,567,567,707,,,,,,,,,,,0.7586246983624481,,,,,,,,,,,,,,,,,,,,,,,2100.343906767849,2100.3446594780225,2100.3446697407944,2101.098777254875,2101.0987913661866,2186.7956723815337,2186.7956723815337,2101.7488677276233,j,1,0.6064377210789758,None,2101.7493606613843,2101.749399788202,2101.7494087681275,2101.7499603921146,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,12,0,90,0,-12,180,180,0,0,j,present,resp,freq_top,,,,,0,568,568,635,,,,,,,,,,,0.9559620815811083,,,,,,,,,,,,,,,,,,,,,,,2101.7504356867366,2101.7510722993034,2101.7510828827867,2102.705797439823,2102.705812192558,2188.410972378391,2188.410972378391,2103.464349696254,j,1,0.7032919890773996,None,2103.4648439128614,2103.4648833603906,2103.464892340316,2103.465351599357,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,0,180,-168,0,-12,0,0,0,0,None,abs,inhibit,freq_top,,,,,0,569,569,405,,,,,,,,,,,0.9794336743003513,,,,,,,,,,,,,,,,,,,,,,,2103.4658208004575,2103.5972218035154,2103.597235594115,2104.578909169979,2104.5789242434253,2190.276025266944,2190.276025266944,2107.610387656964,None,1,,,2107.610749419672,2107.610787905067,2107.6107965642805,2107.611235618489,2191.7664058425958,2191.7664058425958,2191.7664058425958,2191.7664058425958,2193.2567966810193,2193.2567966810193,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,12,180,270,180,0,180,0,0,-168,None,present,inhibit,freq_top,,,,,0,570,570,328,,,,,,,,,,,0.7102170598723134,,,,,,,,,,,,,,,,,,,,,,,2107.6117214965943,2107.6125322555713,2107.612542518343,2108.3263660871835,2108.3263805192064,2194.022792333453,2194.022792333453,2111.357482170037,None,1,,,2111.357865420424,2111.3579045472416,2111.3579138478785,2111.358382086845,2195.513162004909,2195.513162004909,2195.513162004909,2195.513162004909,2197.0035589368536,2197.0035589368536,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
168,0,270,180,180,180,180,168,180,180,f,present,resp,freq_top,,,,,0,571,571,448,,,,,,,,,,,0.9537773415952033,,,,,,,,,,,,,,,,,,,,,,,2111.358861230006,2111.3595818690173,2111.3595924525007,2112.314143125899,2112.314157557922,2198.011036328288,2198.011036328288,2113.3473088767205,f,1,0.9904950181342542,None,2113.347806941867,2113.3478454272617,2113.347854407187,2113.348300837763,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,0,0,0,168,0,0,0,0,168,f,abs,resp,freq_top,,,,,0,572,572,933,,,,,,,,,,,1.0887806640204316,,,,,,,,,,,,,,,,,,,,,,,2113.348779980924,2113.5803222253794,2113.5803366574023,2114.6703642578445,2114.6703786898674,2200.383988344057,2200.383988344057,2115.388185176324,f,1,0.6652636086649295,None,2115.3886970320705,2115.3887368003116,2115.3887457802366,2115.389328833963,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,168,0,180,0,180,180,168,0,0,f,abs,resp,freq_top,,,,,0,573,573,968,,,,,,,,,,,0.9428669414249916,,,,,,,,,,,,,,,,,,,,,,,2115.389830106226,2115.553478662735,2115.5534927740464,2116.5017879672846,2116.5018027200194,2202.1990929633944,2202.1990929633944,2117.4029744719965,f,1,0.8502853497055298,None,2117.4034773478174,2117.4035161539236,2117.403524813137,2117.4039786200806,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,180,0,-168,180,0,180,0,-168,180,f,abs,resp,freq_top,,,,,0,574,574,889,,,,,,,,,,,1.0153532464397497,,,,,,,,,,,,,,,,,,,,,,,2117.4044612910693,2117.5762594505695,2117.576274203304,2118.591821981959,2118.591836413982,2204.288963735854,2204.288963735854,2119.5928242057735,f,1,0.9520404119783166,None,2119.5933357408085,2119.5933761504725,2119.593385130398,2119.5939704291054,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,168,0,0,0,0,168,0,0,0,f,abs,resp,freq_top,,,,,0,575,575,1001,,,,,,,,,,,0.7276847980024586,,,,,,,,,,,,,,,,,,,,,,,2119.594438988783,2119.750378600068,2119.750393032091,2120.482006795238,2120.482020906549,2206.179001342499,2206.179001342499,2121.2913193627073,f,1,0.7584768376339639,None,2121.2918280113377,2121.2918677795788,2121.2918767595042,2121.2923555819534,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
12,0,270,180,180,0,0,-168,180,0,None,present,inhibit,freq_top,,,,,0,576,576,189,,,,,,,,,,,0.8672523693179799,,,,,,,,,,,,,,,,,,,,,,,2121.292846912156,2121.448694479206,2121.448708590517,2122.322234359375,2122.3222491121096,2208.0190570052077,2208.0190570052077,2125.3530666124448,None,1,,,2125.3534668605475,2125.353504704519,2125.3535133637324,2125.35406306345,2209.50946740704,2209.50946740704,2209.50946740704,2209.50946740704,2210.9998454169986,2210.9998454169986,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,270,0,180,180,180,180,12,0,-168,None,present,inhibit,freq_top,,,,,0,577,577,322,,,,,,,,,,,1.0790508385311015,,,,,,,,,,,,,,,,,,,,,,,2125.354548300132,2125.3552814468967,2125.35529203038,2126.4350761016603,2126.4350905336833,2212.1322050270905,2212.1322050270905,2129.4661774317797,None,1,,,2129.466649519285,2129.4666883253913,2129.4666969846053,2129.467238025109,2213.6225804713563,2213.6225804713563,2213.6225804713563,2213.6225804713563,2215.112970347645,2215.112970347645,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
90,180,180,-12,0,12,180,0,180,180,j,present,resp,freq_top,,,,,0,578,578,459,,,,,,,,,,,0.9075730729619739,,,,,,,,,,,,,,,,,,,,,,,2129.4676940770337,2129.4684660299044,2129.4684759719644,2130.373582214103,2130.373596966838,2216.078811032223,2216.078811032223,2131.2576850522087,j,1,0.8417698147553097,None,2131.258165478216,2131.258204605034,2131.258213264248,2131.258764246812,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
270,180,180,180,180,-12,180,180,-12,180,j,present,resp,freq_top,,,,,0,579,579,543,,,,,,,,,,,0.8468116958058467,,,,,,,,,,,,,,,,,,,,,,,2131.2592302407966,2131.3062985196593,2131.306310706701,2132.155310375085,2132.1553251278197,2217.8522808689745,2217.8522808689745,2132.9232219587398,j,1,0.732831132892727,None,2132.923733173063,2132.9237732620154,2132.9237825626524,2132.924140797533,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,180,180,168,180,180,168,180,0,180,f,abs,resp,freq_top,,,,,0,580,580,853,,,,,,,,,,,0.7741524275491453,,,,,,,,,,,,,,,,,,,,,,,2132.9246122436152,2132.925526271734,2132.9255365345057,2133.7044167762965,2133.7044312083194,2219.400948215977,2219.400948215977,2134.554917375065,f,1,0.8157921734862725,None,2134.5554224958673,2134.55546258482,2134.5554715647454,2134.555728134042,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
270,180,180,168,180,180,168,180,0,180,f,present,resp,freq_top,,,,,0,581,581,507,,,,,,,,,,,1.0982055156240258,,,,,,,,,,,,,,,,,,,,,,,2134.5562345376907,2134.5571533764837,2134.5571636392556,2135.6602381091357,2135.6602522204466,2221.357600512625,2221.357600512625,2136.4940520822843,f,1,0.7947794688159888,None,2136.4945446953334,2136.494583822151,2136.494593122788,2136.494964186133,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,270,0,-12,0,180,180,180,180,-12,j,present,resp,freq_top,,,,,0,582,582,729,,,,,,,,,,,0.7227522997298671,,,,,,,,,,,,,,,,,,,,,,,2136.495441084313,2136.5273461177535,2136.527358625507,2137.2513032116703,2137.2513176436933,2222.9478817959593,2222.9478817959593,2138.084862539792,j,1,0.7886125050638952,None,2138.0854398207093,2138.085478947527,2138.0854879274525,2138.085955845707,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,180,0,168,180,180,180,0,0,168,f,abs,resp,freq_top,,,,,0,583,583,914,,,,,,,,,,,0.8557671606082659,,,,,,,,,,,,,,,,,,,,,,,2138.0864221604033,2138.250786865961,2138.250800335849,2139.10794479655,2139.1079601907077,2224.804585278182,2224.804585278182,2140.0243833838026,f,1,0.8672102640592243,None,2140.024888825317,2140.0249285935574,2140.024937573483,2140.025431469379,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,270,180,180,180,-168,0,12,0,0,None,present,inhibit,freq_top,,,,,0,584,584,237,,,,,,,,,,,0.8871459924071154,,,,,,,,,,,,,,,,,,,,,,,2140.0259048397306,2140.140520117278,2140.1405329457425,2141.0312408396744,2141.0312552716973,2226.7279663098857,2226.7279663098857,2144.0624191405827,None,1,,,2144.0627860346767,2144.0628248407825,2144.062833820708,2144.0633678055565,2228.2183343777842,2228.2183343777842,2228.2183343777842,2228.2183343777842,2229.708721367668,2229.708721367668,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,12,0,270,180,168,0,0,0,0,None,present,inhibit,freq_top,,,,,0,585,585,256,,,,,,,,,,,0.9823605672981202,,,,,,,,,,,,,,,,,,,,,,,2144.0638447037363,2144.06463108863,2144.0646416721133,2145.044180270719,2145.0441950234535,2230.7412059270073,2230.7412059270073,2148.0757514433626,None,1,,,2148.0761282795165,2148.076170613451,2148.0761805555107,2148.076731538075,2232.2315662978267,2232.2315662978267,2232.2315662978267,2232.2315662978267,2233.7219314793206,2233.7219314793206,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,0,0,270,0,168,0,168,0,0,f,present,resp,freq_top,,,,,0,586,586,643,,,,,,,,,,,0.9666590720320777,,,,,,,,,,,,,,,,,,,,,,,2148.0772209440083,2148.0780009146692,2148.078011498153,2149.040334938388,2149.0403493704107,2234.737751862853,2234.737751862853,2150.2326121384217,f,1,1.1422175923201507,None,2150.2331278427077,2150.2331660073905,2150.233174666604,2151.805551582295,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
270,180,180,-168,180,180,12,180,180,180,None,present,inhibit,freq_top,,,,,0,587,587,16,,,,,,,,,,,0.8984998293391644,,,,,,,,,,,,,,,,,,,,,,,2151.806281521943,2151.806932887245,2151.8069447535745,2152.704363217456,2152.7043782909022,2238.401252571305,2238.401252571305,2155.7356829521887,None,1,,,2155.7360501669946,2155.7360892938123,2155.7360982737378,2155.7368439282554,2239.891588888753,2239.891588888753,2239.891588888753,2239.891588888753,2241.3819883863907,2241.3819883863907,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
180,0,168,0,0,180,180,0,168,0,f,abs,resp,freq_top,,,,,0,588,588,945,,,,,,,,,,,0.8484040898391847,,,,,,,,,,,,,,,,,,,,,,,2155.7373272406676,2155.7381889927924,2155.7381995762757,2156.5840886626515,2156.5841034153864,2242.2812525456484,2242.2812525456484,2157.3853045445476,f,1,0.7657797619470443,None,2157.3857961954623,2157.385835001568,2157.385843660782,2157.3864728969816,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
12,0,90,0,0,-168,0,0,0,0,None,present,inhibit,freq_top,,,,,0,589,589,278,,,,,,,,,,,1.0701721100056372,,,,,,,,,,,,,,,,,,,,,,,2157.3869427395057,2157.500786064182,2157.5007998547817,2158.5741680900915,2158.5741828428263,2244.2711873321473,2244.2711873321473,2161.6055141231777,None,1,,,2161.605891600755,2161.6059291240144,2161.6059377832285,2161.6064727302114,2245.7615810569755,2245.7615810569755,2245.7615810569755,2245.7615810569755,2247.251953294125,2247.251953294125,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,12,0,270,180,168,0,0,0,0,None,present,inhibit,freq_top,,,,,0,590,590,257,,,,,,,,,,,1.0490255108543423,,,,,,,,,,,,,,,,,,,,,,,2161.6069509112376,2161.607854355873,2161.6078649393567,2162.653705213424,2162.6537199661584,2248.3510018710313,2248.3510018710313,2165.685264199026,None,1,,,2165.68564103518,2165.685680803421,2165.6856897833463,2165.6862385209292,2249.8413907851855,2249.8413907851855,2249.8413907851855,2249.8413907851855,2251.331810487655,2251.331810487655,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
12,0,180,180,90,180,-12,180,180,180,j,present,resp,freq_top,,,,,0,591,591,446,,,,,,,,,,,0.8862560405397638,,,,,,,,,,,,,,,,,,,,,,,2165.6867369067877,2165.687469732841,2165.6874799956126,2166.5755343215956,2166.5755487536185,2252.272644966463,2252.272644966463,2167.326851644577,j,1,0.7096719053459424,None,2167.3273349569895,2167.327390119388,2167.327399740737,2167.3279686831515,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
90,180,180,0,168,0,-12,180,180,180,None,present,inhibit,freq_top,,,,,0,592,592,31,,,,,,,,,,,1.0684341409442113,,,,,,,,,,,,,,,,,,,,,,,2167.3284648240287,2167.533099684227,2167.53311411625,2168.606812363818,2168.606826475129,2254.30421293199,2254.30421293199,2171.6381946373167,None,1,,,2171.6385608899873,2171.6386006582284,2171.6386099588653,2171.639158055025,2255.7945973561814,2255.7945973561814,2255.7945973561814,2255.7945973561814,2257.2849869117586,2257.2849869117586,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
0,-168,0,90,0,12,180,0,0,0,None,present,inhibit,freq_top,,,,,0,593,593,244,,,,,,,,,,,0.785022088281108,,,,,,,,,,,,,,,,,,,,,,,2171.6396538751906,2171.640376438472,2171.640387021955,2172.428540640256,2172.428555072279,2258.12593158708,2258.12593158708,2175.4603619679633,None,1,,,2175.46074329408,2175.46078274161,2175.460791721535,2175.4613879244375,2259.6162967685736,2259.6162967685736,2259.6162967685736,2259.6162967685736,2261.1066795892066,2261.1066795892066,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
270,0,-12,0,0,0,-12,0,0,0,j,present,resp,freq_top,,,,,0,594,594,676,,,,,,,,,,,0.8428733494720182,,,,,,,,,,,,,,,,,,,,,,,2175.4618638604825,2175.5180413115054,2175.5180538192585,2176.3671439283194,2176.3671583603423,2262.0641990900767,2262.0641990900767,2177.6839297179727,j,1,1.270442588198705,None,2177.6844098232687,2177.6844495915093,2177.684458571435,2177.685085883365,,,,,,,,,,,ds,001,1,29,m,2024-02-06_13h32.24.549,eye_track_exp,2023.1.3,120.15807504518719,
