ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_3.started,fix_check_3.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,feedback_4.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fix_check_2.started,fix_check_2.stopped,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,int14.stopped,int14_3.started,per15.stopped,per15_3.started,search_displays_2.stopped,response.keys,response.corr,response.rt,response.duration,feedback_6.started,feedback_6.stopped,pause_4.started,pause_4.stopped,int14_3.stopped,per15_3.stopped,text_feedback_2.started,text_feedback_2.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
12,180,180,168,180,270,180,0,0,0,None,present,inhibit,freq_bottom,,,,,0,240,240,67,,,,,,,,,,,1.0385027197102377,,,,,,,,,,,,,,,,,,,,,1632.0823064114309,1632.4123950948926,1632.4124085648239,1633.4527644788934,1633.452778269537,1784.323697842502,1784.323697842502,1785.8141078928666,1785.8141078928666,1785.8141078928666,1785.8141078928666,1636.484129855269,None,1,,,1636.4845605723565,1636.4845996992997,1636.4846086792538,1636.4851404208264,1787.3044794577136,1787.3044794577136,,,,,CIW,001,2,28,F,2024-02-15_16h49.45.708,eye_track_exp,2023.1.3,120.098912273206,
-168,0,-168,0,0,0,270,180,180,180,f,present,resp,freq_bottom,,,,,0,241,241,683,,,,,,,,,,,0.957059103268683,,,,,,,,,,,,,,,,,,,,,1636.485619886237,1636.486594211265,1636.4866044740695,1637.4403791978077,1637.4403929884518,1788.3119645702322,1788.3119645702322,,,,,1638.1415981624448,f,1,0.656640397200988,None,1638.1421417703853,1638.1421802559032,1638.1421892358574,1638.1426488170835,,,,,,,CIW,001,2,28,F,2024-02-15_16h49.45.708,eye_track_exp,2023.1.3,120.098912273206,
180,-12,0,0,180,180,180,-12,180,270,j,present,resp,freq_bottom,,,,,0,242,242,533,,,,,,,,,,,1.0925885282260739,,,,,,,,,,,,,,,,,,,,,1638.143132772471,1638.474138052684,1638.4741515226153,1639.5724339139513,1639.572447383883,1790.4434654156307,1790.4434654156307,1791.9338417911672,1791.9338417911672,1791.9338417911672,1791.9338417911672,1642.603169410684,None,0,,,1642.6035366266672,1643.1031010988897,1643.1031129652577,1643.1035167424832,1793.4242226566807,1793.4242226566807,1793.449225094097,1793.9487651921581,,,CIW,001,2,28,F,2024-02-15_16h49.45.708,eye_track_exp,2023.1.3,120.098912273206,
0,0,180,-168,0,0,270,180,180,-168,f,present,resp,freq_bottom,,,,,0,243,243,697,,,,,,,,,,,0.9805561691599226,,,,,,,,,,,,,,,,,,,,,1643.104095628815,1643.104817552988,1643.1048290986434,1644.0852428564465,1644.0852566470905,1794.9562467768378,1794.9562467768378,1796.4466327737537,1796.4466327737537,1796.4466327737537,1796.4466327737537,1645.7269917538363,f,1,1.5954997377647828,None,1645.7275122704661,1645.7282447781565,1645.728255361674,1645.7288538114774,,,,,,,CIW,001,2,28,F,2024-02-15_16h49.45.708,eye_track_exp,2023.1.3,120.098912273206,
0,12,0,0,0,180,0,-12,0,90,j,present,resp,freq_bottom,,,,,0,244,244,662,,,,,,,,,,,0.803474329431807,,,,,,,,,,,,,,,,,,,,,1645.7293313526118,1646.058980339032,1646.0589941296755,1646.8657358944163,1646.8657493643475,1797.7371862468153,1797.7371862468153,1799.2275837893867,1799.2275837893867,1799.2275837893867,1799.2275837893867,1649.8977978586656,None,0,,,1649.8981756581663,1650.4038663834133,1650.4038772876431,1650.4047740002104,1800.717972031291,1800.717972031291,1800.7513097904593,,,,CIW,001,2,28,F,2024-02-15_16h49.45.708,eye_track_exp,2023.1.3,120.098912273206,
0,180,0,180,180,168,0,0,90,12,None,present,inhibit,freq_bottom,,,,,0,245,245,42,,,,,,,,,,,0.9773528230562747,,,,,,,,,,,,,,,,,,,,,1650.4053169667252,1650.4061796837516,1650.406190267269,1651.3867945283857,1651.3868083190293,1802.2583359631772,1802.2583359631772,1803.7486975859315,1803.7486975859315,1803.7486975859315,1803.7486975859315,1654.418819289968,None,1,,,1654.4192365371243,1654.419975459068,1654.4199860425854,1654.4204507552142,1805.239089034963,1805.239089034963,,,,,CIW,001,2,28,F,2024-02-15_16h49.45.708,eye_track_exp,2023.1.3,120.098912273206,
180,180,180,0,12,0,180,168,0,180,None,abs,inhibit,freq_bottom,,,,,0,246,246,389,,,,,,,,,,,0.9300307125386371,,,,,,,,,,,,,,,,,,,,,1654.4209417662798,1654.4766575712558,1654.4766694376237,1655.4086908637944,1655.4087136343926,1806.2798615547636,1806.2798615547636,1807.7702494759556,1807.7702494759556,1807.7702494759556,1807.7702494759556,1658.4400174339396,None,1,,,1658.4403907434632,1658.4404301911193,1658.4404394917858,1658.441019981681,1809.2606367557223,1809.2606367557223,,,,,CIW,001,2,28,F,2024-02-15_16h49.45.708,eye_track_exp,2023.1.3,120.098912273206,
0,12,0,0,12,0,0,0,270,0,j,present,resp,freq_bottom,,,,,0,247,247,582,,,,,,,,,,,1.0139058885026977,,,,,,,,,,,,,,,,,,,,,1658.4415029749305,1658.6731389686395,1658.6731527592835,1659.6887551089524,1659.6887688995964,1810.5595027799372,1810.5595027799372,,,,,1660.6547146683704,j,1,0.919449018983812,None,1660.65521947008,1660.655258917736,1660.6552678976902,1660.6558265791248,,,,,,,CIW,001,2,28,F,2024-02-15_16h49.45.708,eye_track_exp,2023.1.3,120.098912273206,
0,180,180,180,168,0,90,0,168,0,f,present,resp,freq_bottom,,,,,0,248,248,550,,,,,,,,,,,0.9436969475190872,,,,,,,,,,,,,,,,,,,,,1660.656305723823,1665.117141257245,1665.1171563307396,1666.0665594203567,1666.0665732110008,1816.9373811759633,1816.9373811759633,,,,,1666.9161220965882,f,1,0.8130285441752108,None,1666.9167211878168,1666.9167609561853,1666.9167702568523,1666.9172291966531,,,,,,,CIW,001,2,28,F,2024-02-15_16h49.45.708,eye_track_exp,2023.1.3,120.098912273206,
180,180,180,270,0,0,12,0,0,-12,j,present,resp,freq_bottom,,,,,0,249,249,590,,,,,,,,,,,0.8227182535611726,,,,,,,,,,,,,,,,,,,,,1666.9177224527077,1667.4656956129077,1667.4657090828389,1668.289486141365,1668.2895002527214,1819.1604701775723,1819.1604701775723,1820.6508622680285,1820.6508622680285,1820.6508622680285,1820.6508622680285,1671.3202094510168,None,0,,,1671.3205834019657,1671.8198431971716,1671.81986115708,1671.8201190100497,1822.1412408885535,1822.1412408885535,1822.1662244039235,1822.665791441847,,,CIW,001,2,28,F,2024-02-15_16h49.45.708,eye_track_exp,2023.1.3,120.098912273206,
