ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_3.started,fix_check_3.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,feedback_4.started,text_feedback.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,response_2.rt,response_2.duration,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fix_check_2.started,fix_check_2.stopped,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,int14.stopped,int14_3.started,per15.stopped,per15_3.started,search_displays_2.stopped,response.keys,response.corr,response.rt,response.duration,feedback_6.started,text_feedback_2.started,feedback_6.stopped,pause_4.started,pause_4.stopped,text_feedback_2.stopped,int14_3.stopped,per15_3.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
-168,180,180,180,180,180,12,180,180,180,None,abs,inhibit,freq_bottom,,,,,0,42,42,354,,,,,,,,,,,0.9757174995967961,,,,,,,,,,,,,,,,,,,,,,475.0436278245163,475.2007484791807,475.2007619491119,476.1829098002088,476.18292359085285,599.9444827161539,599.9444827161539,601.4348629402422,601.4348629402422,601.4348629402422,601.4348629402422,479.21429987145825,None,1,,,479.2147026865457,,479.214739889213,479.2147485484545,479.21535373322354,,602.9252505407215,602.9252505407215,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,-168,0,180,180,-168,0,0,180,0,f,abs,resp,freq_bottom,,,,,0,43,43,808,,,,,,,,,,,1.082605805275845,,,,,,,,,,,,,,,,,,,,,,479.2158569313701,479.216761020328,479.21677096242024,480.29607261704086,480.2960860869721,604.0576153859969,604.0576153859969,,,,,481.6459467052548,f,1,1.3011813573892823,None,481.6464829368042,,481.64652302588524,481.6465320058396,481.64698870065195,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
12,0,0,0,0,168,180,270,180,180,None,present,inhibit,freq_bottom,,,,,0,44,44,264,,,,,,,,,,,0.7233535666810497,,,,,,,,,,,,,,,,,,,,,,481.6474947852123,481.8615412936779,481.8615544428965,482.585555871992,482.58556934192325,606.3473173669748,606.3473173669748,607.8377062503047,607.8377062503047,607.8377062503047,607.8377062503047,485.61683401452706,None,1,,,485.61720219264816,,485.6172387538902,485.61724741313174,485.6179969185928,,609.3280941714967,609.3280941714967,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
168,0,168,0,0,0,0,0,0,0,f,abs,resp,freq_bottom,,,,,0,45,45,973,,,,,,,,,,,0.9422702560165892,,,,,,,,,,,,,,,,,,,,,,485.61851262453274,485.8418444056167,485.8418601205367,486.79029048868915,486.7903046000456,610.5520452487063,610.5520452487063,,,,,488.1906678391922,f,1,1.3663245106873774,None,488.19119733577577,,488.1912355005811,488.19124448053526,488.1918169526141,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,-168,180,180,0,90,180,180,180,-168,f,present,resp,freq_bottom,,,,,0,46,46,598,,,,,,,,,,,0.7600070022517712,,,,,,,,,,,,,,,,,,,,,,488.19231983004784,488.38977330747116,488.38978645668976,489.15482050354444,489.15483397347566,612.9166778916093,612.9166778916093,614.4070661335139,614.4070661335139,614.4070661335139,614.4070661335139,491.2792817062939,f,1,2.0899048440745673,None,491.27984295343003,,491.2798801560973,491.27988913605145,491.2803474344271,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,0,180,180,168,0,168,0,0,f,abs,resp,freq_bottom,,,,,0,47,47,802,,,,,,,,,,,1.0019048956963346,,,,,,,,,,,,,,,,,,,,,,491.28082593769955,491.49536602293233,491.4953801342888,492.50175814674276,492.501771616674,616.2638114902362,616.2638114902362,617.7541936386004,617.7541936386004,617.7541936386004,617.7541936386004,495.2256787562508,f,1,2.6785947200743294,None,495.22619317934004,,495.2262303820073,495.22623904124885,495.22681824829306,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,168,0,180,180,180,168,0,0,f,abs,resp,freq_bottom,,,,,0,48,48,876,,,,,,,,,,,0.9463957353198138,,,,,,,,,,,,,,,,,,,,,,495.2273057315199,495.4330172389464,495.433030388165,496.38228498782564,496.38229941989493,620.1521399872228,620.1521399872228,621.642531436254,621.642531436254,621.642531436254,621.642531436254,498.098936965853,f,1,1.6695041200335936,None,498.09946261388495,,498.09950142011553,498.0995107207825,498.0999831305146,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,180,180,180,90,0,168,0,12,None,present,inhibit,freq_bottom,,,,,0,49,49,21,,,,,,,,,,,0.9463185346150398,,,,,,,,,,,,,,,,,,,,,,498.10047734870705,498.3638796096029,498.3638943623848,499.313091875194,499.3131053451252,623.082974455879,623.082974455879,624.573340247898,624.573340247898,624.573340247898,624.573340247898,502.352297392991,None,1,,,502.35267423035384,,502.35271239515896,502.3527242615271,502.3532803772607,,626.047077089058,626.047077089058,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,180,-168,0,0,0,12,180,90,180,None,present,inhibit,freq_bottom,,,,,0,50,50,284,,,,,,,,,,,0.9726127361564678,,,,,,,,,,,,,,,,,,,,,,502.35379800747637,502.6101012938832,502.6101147638144,503.5839301795734,503.58394429093005,627.3459639595955,627.3459639595955,628.8363547672012,628.8363547672012,628.8363547672012,628.8363547672012,506.6152333376949,None,1,,,506.61563422850645,,506.61567207259895,506.6156807318405,506.6162394132755,,630.3267375569907,630.3267375569907,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,-168,180,180,180,180,180,180,-168,180,f,abs,resp,freq_bottom,,,,,0,51,51,772,,,,,,,,,,,0.7055759743616543,,,,,,,,,,,,,,,,,,,,,,506.6167564020659,506.6986372278111,506.69864941489186,507.4060263831054,507.40603985303665,631.1676897400174,631.1676897400174,,,,,508.6392380380596,f,1,1.1983130958827815,None,508.639731294114,,508.6397707417698,508.6397794010113,508.64034225171076,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,12,0,12,180,180,270,0,0,j,present,resp,freq_bottom,,,,,0,52,52,580,,,,,,,,,,,0.9854722853411966,,,,,,,,,,,,,,,,,,,,,,508.64081786856946,508.8386680675394,508.8386808960454,509.82939690627745,509.82941037620867,633.5906109447682,633.5906109447682,635.0809966209716,635.0809966209716,635.0809966209716,635.0809966209716,512.5356924314381,j,1,2.6622749362089735,None,512.536187932481,,512.5362254558609,512.5362341151024,512.5367010727196,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,-168,180,180,180,90,0,0,12,None,present,inhibit,freq_bottom,,,,,0,53,53,64,,,,,,,,,,,0.8232272900892087,,,,,,,,,,,,,,,,,,,,,,512.5371734824519,512.7848194516071,512.784832280113,513.60885275954,513.6088662294712,637.370693470547,637.370693470547,638.861083316015,638.861083316015,638.861083316015,638.861083316015,516.6402309644213,None,1,,,516.640607160359,,516.6406446837389,516.6406533429804,516.6411183763216,,640.3514677093677,640.3514677093677,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,-168,0,180,180,180,-168,0,180,0,f,abs,resp,freq_bottom,,,,,0,54,54,809,,,,,,,,,,,0.7328091625660517,,,,,,,,,,,,,,,,,,,,,,516.6416023317092,516.8734365258354,516.8734493543413,517.6058268356951,517.6058403056263,641.3755936391136,641.3755936391136,642.8659802774549,642.8659802774549,642.8659802774549,642.8659802774549,519.3549625151056,f,1,1.6933458983727405,None,519.35545577116,,519.3554932945399,519.355502274494,519.3558906575122,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,0,180,0,180,180,-168,180,-168,0,f,abs,resp,freq_bottom,,,,,0,55,55,860,,,,,,,,,,,0.7098235171118293,,,,,,,,,,,,,,,,,,,,,,519.3563646708076,519.5622233853401,519.5622368552713,520.2782127710343,520.2782265616781,644.0399694553274,644.0399694553274,645.5303522451169,645.5303522451169,645.5303522451169,645.5303522451169,522.8021084290981,f,1,2.4863986851088384,None,522.8026199657736,,522.8026571684409,522.802666148395,522.8031106561268,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,180,0,180,-12,0,90,180,12,j,present,resp,freq_bottom,,,,,0,56,56,505,,,,,,,,,,,0.735973451176416,,,,,,,,,,,,,,,,,,,,,,522.8035936493764,523.0347116921569,523.0347251620881,523.7752083349369,523.7752218048681,647.5369701506323,647.5369701506323,649.0273619203759,649.0273619203759,649.0273619203759,649.0273619203759,526.1323215490677,j,1,2.3159790390217267,None,526.1328475178123,,526.1328856826176,526.1328946625717,526.1336467337342,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
-168,180,0,12,180,90,180,180,0,180,None,present,inhibit,freq_bottom,,,,,0,57,57,91,,,,,,,,,,,0.9518514854915758,,,,,,,,,,,,,,,,,,,,,,526.1341338962482,526.165576564372,526.1655884307402,527.1225414168316,527.1225552074754,650.8841098427996,650.8841098427996,652.374488142612,652.374488142612,652.374488142612,652.374488142612,530.1537057063761,None,1,,,530.1540780537616,,530.1541155771417,530.1541245570959,530.1545860625979,,653.8648702909762,653.8648702909762,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,-168,180,180,180,180,0,180,0,-168,f,abs,resp,freq_bottom,,,,,0,58,58,773,,,,,,,,,,,0.8079654259031868,,,,,,,,,,,,,,,,,,,,,,530.1550767529511,530.1558095813546,530.1558195234466,530.9610343752645,530.9610478451959,654.7224812511384,654.7224812511384,656.2128553816866,656.2128553816866,656.2128553816866,656.2128553816866,532.5693781638304,f,1,1.5620345941496225,None,532.5698925869194,,532.5699304310122,532.5699390902537,532.5704057271582,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,12,0,168,0,0,90,180,180,180,None,present,inhibit,freq_bottom,,,,,0,59,59,197,,,,,,,,,,,1.0228289984209462,,,,,,,,,,,,,,,,,,,,,,532.570892248247,532.8098446596211,532.8098578088398,533.8337630882831,533.8337765582144,657.5950108016021,657.5950108016021,659.0937324409825,659.0937324409825,659.0937324409825,659.0937324409825,536.8647327052497,None,1,,,536.8651121083137,,536.8651502731188,536.865159253073,536.8658510302573,,660.5674558122113,660.5674558122113,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,180,180,0,-168,180,180,-168,0,f,abs,resp,freq_bottom,,,,,0,60,60,938,,,,,,,,,,,1.0475279325443205,,,,,,,,,,,,,,,,,,,,,,536.8663596805188,537.2304743724935,537.2304881631376,538.2796489222771,538.2796623922084,662.0495164294676,662.0495164294676,663.5315741603102,663.5315741603102,663.5315741603102,663.5315741603102,539.7888815980214,f,1,1.4505619329787578,None,539.7893815890413,,539.7894236023983,539.7894322616398,539.7899659274881,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,12,0,0,0,270,0,168,180,180,None,present,inhibit,freq_bottom,,,,,0,61,61,254,,,,,,,,,,,0.9653803421975827,,,,,,,,,,,,,,,,,,,,,,539.7904537314275,539.9699771267738,539.9699902759924,540.9356993588312,540.9357144323258,664.7055716767114,664.7055716767114,666.1959714642713,666.1959714642713,666.1959714642713,666.1959714642713,543.974931495778,None,1,,,543.9753160302444,,543.9753532329119,543.9753615714405,543.9759176871744,,667.6696932319368,667.6696932319368,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
12,0,0,180,180,12,180,180,90,0,j,present,resp,freq_bottom,,,,,0,62,62,470,,,,,,,,,,,0.8537263889643708,,,,,,,,,,,,,,,,,,,,,,543.9764125467921,544.2161741161801,544.2161875861113,545.0738206754465,545.0738338246651,668.8436843340852,668.8436843340852,670.3340773866795,670.3340773866795,670.3340773866795,670.3340773866795,547.7225200573691,j,1,2.5915812090917143,None,547.7230229348029,,547.7230607788956,547.7230694381371,547.7235434514325,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,180,168,180,180,180,180,180,168,f,abs,resp,freq_bottom,,,,,0,63,63,819,,,,,,,,,,,0.8922854727960022,,,,,,,,,,,,,,,,,,,,,,547.7240139368889,547.9214751114155,547.9214892227722,548.8201825111544,548.820195660373,672.5821495829454,672.5821495829454,674.0725378248497,674.0725378248497,674.0725378248497,674.0725378248497,550.6781016761727,f,1,1.812846638577298,None,550.6786244377906,,550.6786629233086,550.6786719032627,550.679130522351,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,180,12,180,168,0,0,90,0,None,present,inhibit,freq_bottom,,,,,0,64,64,87,,,,,,,,,,,0.846574001142843,,,,,,,,,,,,,,,,,,,,,,550.6796093463363,551.3354975022899,551.3355112929337,552.1840816842289,552.1840951541601,675.9459313751903,675.9459313751903,677.4363167306809,677.4363167306809,677.4363167306809,677.4363167306809,555.2158123523118,None,1,,,555.2162090738589,,555.2162456351009,555.2162539736298,555.2168110515013,,678.9266950304933,678.9266950304933,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,0,168,0,168,0,180,0,0,f,abs,resp,freq_bottom,,,,,0,65,65,942,,,,,,,,,,,1.0593471678025779,,,,,,,,,,,,,,,,,,,,,,555.2173148910731,555.4322016666795,555.4322151366107,556.4973611763226,556.497374646254,680.2588920789107,680.2588920789107,,,,,557.8474985696216,f,1,1.3036784260758623,None,557.8480123512854,,557.8480501953782,557.8480591753323,557.8483340260727,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,180,180,12,0,-168,0,90,0,None,present,inhibit,freq_bottom,,,,,0,66,66,147,,,,,,,,,,,0.7961288808836864,,,,,,,,,,,,,,,,,,,,,,557.8488083600807,558.7872568677406,558.7872709790972,559.5861203262546,559.5861341168984,683.3479103646631,683.3479103646631,684.8382963615792,684.8382963615792,684.8382963615792,684.8382963615792,562.0105796688706,j,0,2.37502031345673,None,562.0110944126725,685.7541779236807,562.5162668662781,562.5162793740715,562.517268131169,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
-12,180,180,0,0,0,12,0,90,0,j,present,resp,freq_bottom,,,,,0,67,67,635,,,,,,,,,,,1.0601896669971427,,,,,,,,,,,,,,,,,,,,,,562.5178053248562,562.5188213425288,562.5188319260462,563.5830280148914,563.5830418055352,687.3444604586961,687.3444604586961,,,,,564.9167019450581,j,1,1.2904673099186539,None,564.9172154060093,,564.9179623457692,564.9179722878614,564.9184520739846,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,12,0,180,180,180,-168,180,270,0,None,present,inhibit,freq_bottom,,,,,0,68,68,47,,,,,,,,,,,1.0017152065999062,,,,,,,,,,,,,,,,,,,,,,564.9189405193492,565.1486923262444,565.1487057961756,566.155221394356,566.1552355057124,689.9172667200334,689.9172667200334,691.4076527169492,691.4076527169492,691.4076527169492,691.4076527169492,569.1865107618337,None,1,,,569.1868856749204,,569.186935385381,569.1869443653354,569.1873859866532,,692.8980387138653,692.8980387138653,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,180,180,12,0,-168,0,90,0,None,present,inhibit,freq_bottom,,,,,0,69,69,151,,,,,,,,,,,0.8579124918108498,,,,,,,,,,,,,,,,,,,,,,569.187853264983,569.1887374697567,569.1887470911363,570.0436778556896,570.0437022298509,693.8139225209553,693.8139225209553,695.304315252837,695.304315252837,695.304315252837,695.304315252837,573.0838881662164,None,1,,,573.0842617964527,,573.0842993198326,573.0843076583615,573.0847556939323,,696.778048566158,696.778048566158,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,-168,180,180,180,180,0,0,-168,f,abs,resp,freq_bottom,,,,,0,70,70,813,,,,,,,,,,,0.9156009603651226,,,,,,,,,,,,,,,,,,,,,,573.0852329143543,573.3576590670598,573.357672536991,574.2733482015717,574.2733619922155,698.035299558443,698.035299558443,699.5256855553588,699.5256855553588,699.5256855553588,699.5256855553588,576.04783397091,j,0,1.7343095629122445,None,576.0483756545746,699.7921294550193,576.5542190390422,576.5542309054103,576.5551651413573,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
90,0,0,180,180,12,0,168,0,0,None,present,inhibit,freq_bottom,,,,,0,71,71,55,,,,,,,,,,,1.0398355151875571,,,,,,,,,,,,,,,,,,,,,,576.5556946379411,577.4543949820015,577.4544090933582,578.4946315909656,578.4946453816096,702.25668140662,702.25668140662,703.7470680449613,703.7470680449613,703.7470680449613,703.7470680449613,581.5264478893259,None,1,,,581.5268535908272,,581.527605982702,581.5276162455068,581.5281592120218,,705.2374505140382,705.2374505140382,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,-168,0,168,180,180,0,180,180,f,abs,resp,freq_bottom,,,,,0,72,72,937,,,,,,,,,,,0.9928181075080702,,,,,,,,,,,,,,,,,,,,,,581.5286665794329,581.5294821516995,581.5295081294241,582.5250851812796,582.5250992926362,706.2865496963492,706.2865496963492,,,,,583.9745046272421,f,1,1.4026917215393269,None,583.975019371044,,583.975068760792,583.975078702884,583.9756274422268,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,168,180,180,180,168,0,0,180,270,f,present,resp,freq_bottom,,,,,0,73,73,429,,,,,,,,,,,1.0302150278407791,,,,,,,,,,,,,,,,,,,,,,583.9761425067413,584.2237846273447,584.2237977765633,585.255515936853,585.2555294067843,709.0175372090815,709.0175372090815,710.5079318652391,710.5079318652391,710.5079318652391,710.5079318652391,588.2872077987054,None,0,,,588.2876009924132,712.0316174565179,588.7937227554605,588.7937343011158,588.7942105593997,,711.9983310113738,711.9983310113738,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
168,0,0,0,0,0,12,0,270,180,None,present,inhibit,freq_bottom,,,,,0,74,74,258,,,,,,,,,,,0.9947108513409835,,,,,,,,,,,,,,,,,,,,,,588.7947522430643,588.7956143186652,588.7956338821368,589.7937743901969,589.7937885015535,713.5636406145367,713.5636406145367,715.0540311014298,715.0540311014298,715.0540311014298,715.0540311014298,592.4257543802933,j,0,2.573868890903782,None,592.4262912532681,716.1614089034964,592.9247781309894,592.9247887145068,592.9250690173621,716.6609817142477,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,180,-12,0,0,0,270,180,12,j,present,resp,freq_bottom,,,,,0,75,75,704,,,,,,,,,,,0.8806383305396434,,,,,,,,,,,,,,,,,,,,,,592.9256046074861,594.0075300122896,594.0075441236463,594.8892659400601,594.8892794099913,718.6592530730687,718.6592530730687,720.1496502949273,720.1496502949273,720.1496502949273,720.1496502949273,597.1216992254149,f,0,2.182049436731063,None,597.1222053099752,720.8573790849169,597.619799323681,597.6198089450606,597.6201594839861,721.3569470849785,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
168,180,0,180,180,180,0,180,168,180,f,abs,resp,freq_bottom,,,,,0,76,76,793,,,,,,,,,,,0.8772618895839878,,,,,,,,,,,,,,,,,,,,,,597.6206800006157,598.620253773505,598.6202678848615,599.5025865475154,599.5026000174466,723.263651775337,723.263651775337,,,,,600.7518643026297,f,1,1.2089796778813025,None,600.7524146455355,,600.7531609438702,600.753171206675,600.7537411130525,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
-168,180,0,0,0,0,168,0,0,0,f,abs,resp,freq_bottom,,,,,0,77,77,992,,,,,,,,,,,0.8307677770422659,,,,,,,,,,,,,,,,,,,,,,600.7542481597509,601.4172635129069,601.4172779449759,602.2497732561569,602.2497873675136,726.0112919716645,726.0112919716645,727.5016770064425,727.5016770064425,727.5016770064425,727.5016770064425,604.141260772738,f,1,1.8530944724842584,None,604.1417572359187,,604.1417947592988,604.141803739253,604.142274545422,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
-12,0,12,0,0,0,0,180,90,180,j,present,resp,freq_bottom,,,,,0,78,78,656,,,,,,,,,,,0.8673403864599638,,,,,,,,,,,,,,,,,,,,,,604.1432264205646,604.3567293210897,604.3567421495957,605.2304031742856,605.2304169649294,729.0003880623054,729.0003880623054,,,,,606.5886982145284,j,1,1.3116423625796187,None,606.5891933948587,,606.5892305975262,606.5892395774804,606.5897049315342,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,168,180,180,180,168,0,180,0,180,f,abs,resp,freq_bottom,,,,,0,79,79,761,,,,,,,,,,,0.868073112400112,,,,,,,,,,,,,,,,,,,,,,606.5901811898182,606.8132467794035,606.8132596079095,607.6866028063639,607.6866162762951,731.4482934238514,731.4482934238514,732.9386752515028,732.9386752515028,732.9386752515028,732.9386752515028,610.3108561873166,f,1,2.575603304910487,None,610.3113808732107,,610.3114196794413,610.3114289801081,610.3118936927367,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,180,270,0,0,12,0,0,-12,j,present,resp,freq_bottom,,,,,0,80,80,590,,,,,,,,,,,0.983025249394927,,,,,,,,,,,,,,,,,,,,,,610.3124004187225,610.5425204037388,610.54253387367,611.5254860720911,611.5254998627349,735.2866629079145,735.2866629079145,736.7770540362329,736.7770540362329,736.7770540362329,736.7770540362329,613.6162981036903,j,1,2.0499700257136055,None,613.6168215067337,,613.6168599922516,613.6168692929184,613.6172323396372,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,180,0,0,-168,180,180,168,180,f,abs,resp,freq_bottom,,,,,0,81,81,956,,,,,,,,,,,0.8010801592210197,,,,,,,,,,,,,,,,,,,,,,613.6177364999216,613.6188230743771,613.6188336578946,614.4306337025378,614.430647172469,738.1925145026261,738.1925145026261,739.6828918403006,739.6828918403006,739.6828918403006,739.6828918403006,617.0050008723383,f,1,2.535440780568365,None,617.0054989390826,,617.0055364624625,617.0055454424166,617.0059123376873,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,180,180,168,180,180,180,0,168,180,f,abs,resp,freq_bottom,,,,,0,82,82,823,,,,,,,,,,,0.9550178209123485,,,,,,,,,,,,,,,,,,,,,,617.0064347785928,617.2537157767531,617.2537292466845,618.2112059565318,618.2112200678885,741.9725890105886,741.9725890105886,743.4629778939185,743.4629778939185,743.4629778939185,743.4629778939185,619.9188657933021,f,1,1.6671173764988225,None,619.91937765069,,619.9194161362079,619.9194263990128,624.1229426283555,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,180,0,180,90,168,0,12,180,180,None,present,inhibit,freq_bottom,,,,,0,83,83,2,,,,,,,,,,,0.9855051823549068,,,,,,,,,,,,,,,,,,,,,,624.123499064802,624.3393861431609,624.3393996130922,625.3301685409115,625.3301823315553,749.0914864903003,749.0914864903003,750.5818644694001,750.5818644694001,750.5818644694001,750.5818644694001,628.0202283089207,j,0,2.6438823864920096,None,628.020724451389,751.7641876861736,628.5263035686337,628.5263154350018,628.5274754526538,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,0,180,-168,0,0,180,0,12,None,abs,inhibit,freq_bottom,,,,,0,84,84,380,,,,,,,,,,,0.7840653113674341,,,,,,,,,,,,,,,,,,,,,,628.5280197020195,628.5286822943526,628.5286928778701,629.3182816472827,629.3182964000646,753.0797269195936,753.0797269195936,754.5701113129463,754.5701113129463,754.5701113129463,754.5701113129463,632.3492352286169,None,1,,,632.3496136695428,,632.3503343108655,632.3503442529575,632.3510440479581,,756.0604950648739,756.0604950648739,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,180,0,180,180,180,168,0,168,180,f,abs,resp,freq_bottom,,,,,0,85,85,799,,,,,,,,,,,1.031933427195931,,,,,,,,,,,,,,,,,,,,,,632.3515443596907,632.352246078967,632.3522557003466,633.3812263153709,633.3812413888654,757.1512532167479,757.1512532167479,,,,,634.6642731881659,f,1,1.240306568739129,None,634.6647799141517,,634.6648193618075,634.6648280210491,634.6652988272181,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
0,0,270,0,0,0,-168,0,0,-168,f,present,resp,freq_bottom,,,,,0,86,86,630,,,,,,,,,,,0.9239265884652077,,,,,,,,,,,,,,,,,,,,,,634.6657808583298,634.8635893646554,634.8636028345866,635.7874181862032,635.7874319768471,759.5491822468872,759.5491822468872,761.0395634331134,761.0395634331134,761.0395634331134,761.0395634331134,637.4623412793098,f,1,1.625466424751835,None,637.4629285041706,,637.4629663482631,637.4629756489301,637.4632838537857,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,0,180,-12,180,90,180,180,12,0,j,present,resp,freq_bottom,,,,,0,87,87,546,,,,,,,,,,,0.8999590423251196,,,,,,,,,,,,,,,,,,,,,,637.4637655641848,637.9945488471021,637.9945629584588,638.8932815831402,638.8932953737842,762.6631686538022,762.6631686538022,764.1535501607412,764.1535501607412,764.1535501607412,764.1535501607412,640.6930972375096,j,1,1.7437417219242661,None,640.6936405247372,,640.6936960080254,640.6937053086924,640.6942793843343,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
180,0,0,168,0,12,0,90,180,180,None,present,inhibit,freq_bottom,,,,,0,88,88,199,,,,,,,,,,,0.97717336679244,,,,,,,,,,,,,,,,,,,,,,640.6947899588718,641.0502078859392,641.0502216765831,642.032153046642,642.0321665165732,765.7938106307264,765.7938106307264,767.28420240047,767.28420240047,767.28420240047,767.28420240047,644.0569630564685,f,0,1.9883890278096032,None,644.0574928737649,767.8004474582882,644.5625633407483,644.5625755278288,644.563353256003,,,,,,by,001,2,24,f,2024-02-12_12h17.15.003,eye_track_exp,2023.1.3,120.14704069045904,
