ori10,ori11,ori12,ori13,ori14,ori16,ori17,ori18,ori19,ori20,corrAns,distractor,responses,dist_freq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_2.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,start_et_record_2.started,start_et_record_2.stopped,fix_check_3.started,fix_check_3.stopped,fix_practice_2.started,fixdur,fix_practice_2.stopped,practice_search_2.started,int14_2.started,per15_2.started,practice_search_2.stopped,response_2.keys,response_2.corr,feedback_4.started,text_feedback.started,feedback_4.stopped,pause_pract_2.started,pause_pract_2.stopped,response_2.rt,response_2.duration,text_feedback.stopped,stop_et_record_2.started,stop_et_record_2.stopped,break_3.started,break_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fix_check_2.started,fix_check_2.stopped,fixation_2.started,fixation_2.stopped,search_displays_2.started,int14.started,per15.started,search_displays_2.stopped,response.keys,response.corr,response.rt,response.duration,feedback_6.started,feedback_6.stopped,pause_4.started,pause_4.stopped,int14.stopped,int14_3.started,per15.stopped,per15_3.started,int14_3.stopped,per15_3.stopped,text_feedback_2.started,text_feedback_2.stopped,end_2.started,end_2.stopped,participant,session,group,age,gender,date,expName,psychopyVersion,frameRate,
0,12,0,90,180,180,168,0,0,0,None,present,inhibit,freq_top,,,,,0,237,237,250,,,,,,,,,,,0.7118060042357262,,,,,,,,,,,,,,,,,,,,,,,959.0119978011462,959.3349214301015,959.3349435597593,960.0508648525938,960.0508789642554,1114.7057291432793,1114.7057291432793,963.0818066009233,None,1,,,963.0822084626379,963.0822450246778,963.0822540048284,963.0827078231232,1116.196153737601,1116.196153737601,1116.196153737601,1116.196153737601,1117.686594367904,1117.686594367904,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,180,168,0,180,0,180,12,180,180,None,abs,inhibit,freq_top,,,,,0,238,238,387,,,,,,,,,,,1.085878931358198,,,,,,,,,,,,,,,,,,,,,,,963.0831898647484,963.3404374872516,963.3404515989168,964.430174522804,964.4301889551862,1119.0937476346917,1119.0937476346917,967.4696082858572,None,1,,,967.4699799999253,967.4700188070019,967.4700277871525,967.4706778858672,1120.5841635695833,1120.5841635695833,1120.5841635695833,1120.5841635695833,1122.0579229297837,1122.0579229297837,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,90,180,180,180,12,0,12,0,180,j,present,resp,freq_top,,,,,0,239,239,523,,,,,,,,,,,1.004526145111293,,,,,,,,,,,,,,,,,,,,,,,967.471164096849,967.752807259043,967.7528210499877,968.7592424986906,968.7592566103522,1123.415136940872,1123.415136940872,969.5433103013893,j,1,0.744842331547261,None,969.5438327536867,969.5438696364472,969.5438782958772,969.5443382078447,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,-168,0,12,180,270,180,0,180,180,None,present,inhibit,freq_top,,,,,0,240,240,37,,,,,,,,,,,0.8123275917288914,,,,,,,,,,,,,,,,,,,,,,,969.5448122314774,969.8094168418866,969.8094303121143,970.6244677657523,970.6244818774176,1125.2802201291342,1125.2802201291342,973.6563601271082,None,1,,,973.656738897007,973.6567770626461,973.6567860427967,973.657548714109,1126.770650496408,1126.770650496408,1126.770650496408,1126.770650496408,1128.2610709213732,1128.2610709213732,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,12,0,0,270,0,12,180,180,180,j,present,resp,freq_top,,,,,0,241,241,433,,,,,,,,,,,1.0358000581907982,,,,,,,,,,,,,,,,,,,,,,,973.6580490367523,973.8481094218478,973.8481232127924,974.8880810317423,974.888094822687,1129.5433359589551,1129.5433359589551,975.8379804540637,j,1,0.9043018932898121,None,975.838485587501,975.8385224702615,975.8385311296915,975.8390256793828,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
12,180,90,0,168,180,0,180,0,180,None,present,inhibit,freq_top,,,,,0,242,242,123,,,,,,,,,,,0.8689697966522596,,,,,,,,,,,,,,,,,,,,,,,975.8395016273316,976.0459151863324,976.0459292979976,976.9191812155805,976.9191950065251,1131.5749637266053,1131.5749637266053,979.9513689597261,None,1,,,979.9517448431507,979.9517826880692,979.9517916682198,979.952227846934,1133.0653677948721,1133.0653677948721,1133.0653677948721,1133.0653677948721,1134.5558048972598,1134.5558048972598,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
12,0,90,180,180,180,0,0,168,0,None,present,inhibit,freq_top,,,,,0,243,243,199,,,,,,,,,,,0.7268700343753984,,,,,,,,,,,,,,,,,,,,,,,979.9527060399232,980.5749823283477,980.5749967607335,981.3078254310167,981.3078414669981,1135.9712840459906,1135.9712840459906,984.3472142933206,None,1,,,984.3475956289767,984.3476321910166,984.3476408504466,984.3481969783097,1137.4617079988748,1137.4617079988748,1137.4617079988748,1137.4617079988748,1138.9354545302922,1138.9354545302922,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,168,0,0,0,168,0,180,0,0,f,abs,resp,freq_top,,,,,0,244,244,959,,,,,,,,,,,0.9193571094513162,,,,,,,,,,,,,,,,,,,,,,,984.3486729262586,984.3494102607219,984.3494205237475,985.2711745523084,985.2711889846942,1139.9263156240486,1139.9263156240486,986.0547721800103,f,1,0.7453978179692058,None,986.0552965566276,986.055333760105,986.055342419535,986.0557022669745,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,90,180,180,180,180,12,0,168,0,None,present,inhibit,freq_top,,,,,0,245,245,195,,,,,,,,,,,0.9327700845533262,,,,,,,,,,,,,,,,,,,,,,,986.0561775734895,986.353389108619,986.3534028995637,987.2855023816664,987.2855171347692,1141.941278157581,1141.941278157581,990.3174967318664,None,1,,,990.3178665216183,990.3179043665368,990.3179136674044,990.3182610067779,1143.4317200707628,1143.4317200707628,1143.4317200707628,1143.4317200707628,1144.922135684934,1144.922135684934,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,270,180,180,168,0,0,0,0,168,f,present,resp,freq_top,,,,,0,246,246,563,,,,,,,,,,,0.744827031527212,,,,,,,,,,,,,,,,,,,,,,,990.318741124087,990.5841000670953,990.5841144994811,991.3323778026097,991.3323922349955,1145.9879014928847,1145.9879014928847,992.2829138534216,f,1,0.9065254425768217,None,992.2833949328888,992.2834330985243,992.2834417579543,992.2837480452145,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
12,0,168,0,0,90,0,0,180,180,None,present,inhibit,freq_top,,,,,0,247,247,58,,,,,,,,,,,1.0667138734519233,,,,,,,,,,,,,,,,,,,,,,,992.2842259174831,992.5401579480131,992.5401720596747,993.6056267695712,993.6056408812365,1148.2693374701885,1148.2693374701885,996.6455871542821,None,1,,,996.6459816394417,996.6460194843603,996.6460284645109,996.646589403168,1149.7514268816922,1149.7514268816922,1149.7514268816922,1149.7514268816922,1151.241828063481,1151.241828063481,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,-168,180,270,0,180,180,180,12,0,None,present,inhibit,freq_top,,,,,0,248,248,212,,,,,,,,,,,0.7489147745863505,,,,,,,,,,,,,,,,,,,,,,,996.647065992558,996.8866249645616,996.8866381140688,997.6356300922271,997.6356448453298,1152.2909498048066,1152.2909498048066,1000.6666680564522,None,1,,,1000.6671382314489,1000.667176397088,1000.6671853772386,1000.6676478549634,1153.7813827378413,1153.7813827378413,1153.7813827378413,1153.7813827378413,1155.271798672733,1155.271798672733,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,12,0,270,180,0,180,0,168,180,None,present,inhibit,freq_top,,,,,0,249,249,75,,,,,,,,,,,1.0377554743013022,,,,,,,,,,,,,,,,,,,,,,,1000.6681382352981,1000.6690211764762,1000.6690317602261,1001.7071178593396,1001.7071316502843,1156.3625478994763,1156.3625478994763,1004.7382190053358,None,1,,,1004.7385955301943,1004.7386346579915,1004.7386436381421,1004.7391128509807,1157.8529644758091,1157.8529644758091,1157.8529644758091,1157.8529644758091,1159.3434067097114,1159.3434067097114,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,0,90,0,12,0,0,0,180,-168,None,present,inhibit,freq_top,,,,,0,250,250,312,,,,,,,,,,,0.7433806505964192,,,,,,,,,,,,,,,,,,,,,,,1004.7395923268487,1004.7640670842884,1004.7640786301963,1005.5119320536214,1005.5119464860036,1160.1676895485143,1160.1676895485143,1008.5435206934744,None,1,,,1008.5439122921598,1008.5439491749166,1008.5439584757878,1012.773177125764,1161.6581282545012,1161.6581282545012,1161.6581282545012,1161.6581282545012,1163.1485332849225,1163.1485332849225,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
270,180,180,180,12,0,168,180,180,180,None,present,inhibit,freq_top,,,,,0,251,251,13,,,,,,,,,,,0.7186696315130926,,,,,,,,,,,,,,,,,,,,,,,1012.773707596054,1012.8149117315406,1012.8149245603272,1013.5390312599047,1013.5390450508494,1168.1943307671463,1168.1943307671463,1016.570088467306,None,1,,,1016.5704675579254,1016.5705050821234,1016.5705137415534,1016.5710705108577,1169.693065848871,1169.693065848871,1169.693065848871,1169.693065848871,1171.1668187946816,1171.1668187946816,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
90,180,0,0,0,-12,180,180,-12,0,j,present,resp,freq_top,,,,,0,252,252,707,,,,,,,,,,,0.915497567118707,,,,,,,,,,,,,,,,,,,,,,,1016.5715589668725,1016.5722834725493,1016.5722937355786,1017.485558315173,1017.4855727475551,1172.1410268416657,1172.1410268416657,1018.8191433065185,j,1,1.2976690261966723,None,1018.8196750596871,1019.3249508978224,1019.3249621230098,1019.3261266560366,,,,,,,1173.4565774467374,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,-12,0,270,0,-12,180,180,0,0,j,present,resp,freq_top,,,,,0,253,253,634,,,,,,,,,,,0.74555166067269,,,,,,,,,,,,,,,,,,,,,,,1019.3266484668966,1019.3276019663972,1019.327612550147,1020.0749656509288,1020.0749794418734,1174.730495114156,1174.730495114156,1021.2923657820393,j,1,1.1724905457194836,None,1021.2929225513399,1021.2936663001929,1021.2936775253802,1021.2941489832556,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
168,180,270,180,180,0,180,12,0,0,None,present,inhibit,freq_top,,,,,0,254,254,224,,,,,,,,,,,0.7033236429664623,,,,,,,,,,,,,,,,,,,,,,,1021.2946509094982,1021.6240938066476,1021.6241075975922,1022.3317151958254,1022.3317293074906,1176.9869624257663,1176.9869624257663,1025.3630652202664,None,1,,,1025.3634398208087,1025.3634776657273,1025.3634866458779,1025.3639324461801,1178.4773892651283,1178.4773892651283,1178.4773892651283,1178.4773892651283,1179.9678286125527,1179.9678286125527,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
-168,180,90,180,-168,180,0,180,0,180,f,present,resp,freq_top,,,,,0,255,255,514,,,,,,,,,,,1.0921985901678077,,,,,,,,,,,,,,,,,,,,,,,1025.3644151292465,1025.6044176565156,1025.6044314474602,1026.7030498513814,1026.703063963043,1181.3666656189816,1181.3666656189816,1027.7449473827364,f,1,0.9989699933612428,None,1027.7454496296996,1027.745487795335,1027.745496454765,1027.7459791378315,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,168,180,0,180,0,180,0,0,168,f,abs,resp,freq_top,,,,,0,256,256,921,,,,,,,,,,,0.9711542400219384,,,,,,,,,,,,,,,,,,,,,,,1027.7464627830523,1028.0526955203168,1028.0527102734195,1029.0262124164692,1029.0262262074139,1183.6896771251195,1183.6896771251195,1029.918270692513,f,1,0.8360966917280166,None,1029.918825216777,1029.9188624202543,1029.918871400405,1029.9191767255033,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,0,180,0,180,180,168,0,168,0,f,abs,resp,freq_top,,,,,0,257,257,946,,,,,,,,,,,0.7308050011871073,,,,,,,,,,,,,,,,,,,,,,,1029.9196587671286,1030.1255004830055,1030.1255139532295,1030.8578406972701,1030.8578544882148,1185.5131652206474,1185.5131652206474,1031.8913196587055,f,1,0.9968157195107779,None,1031.891855581227,1031.8918937468661,1031.8919027270167,1031.8923623182673,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
168,0,0,90,0,180,12,0,180,180,None,present,inhibit,freq_top,,,,,0,258,258,52,,,,,,,,,,,1.0299502724369316,,,,,,,,,,,,,,,,,,,,,,,1031.892845322047,1032.1239969493145,1032.1240117024208,1033.155922986236,1033.1559370978975,1187.8112391709,1187.8112391709,1036.1868410013121,None,1,,,1036.1872386936702,1036.1872755764307,1036.1872842358607,1036.1878185547866,1189.3016605580233,1189.3016605580233,1189.3016605580233,1189.3016605580233,1190.7920819451501,1190.7920819451501,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
-168,180,0,180,180,180,180,168,0,0,f,abs,resp,freq_top,,,,,0,259,259,965,,,,,,,,,,,0.8562443167444934,,,,,,,,,,,,,,,,,,,,,,,1036.188314708077,1036.253813356565,1036.2538255439104,1037.1104952937603,1037.1105094054255,1191.7662819741417,1191.7662819741417,1038.1450364786542,f,1,0.9993984748070943,None,1038.145544177849,1038.1455820227675,1038.145591002918,1038.1462558547391,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
-12,180,180,90,180,180,0,12,0,0,j,present,resp,freq_top,,,,,0,260,260,651,,,,,,,,,,,0.9666295386186505,,,,,,,,,,,,,,,,,,,,,,,1038.1467330855667,1038.3265474402106,1038.326560589714,1039.2922419842544,1039.2922573787982,1193.9477663159669,1193.9477663159669,1040.2430102360886,j,1,0.9140989162406186,None,1040.2435233875185,1040.2435618738746,1040.2435705333082,1040.2440480848563,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
90,180,168,0,0,180,180,12,180,180,None,present,inhibit,freq_top,,,,,0,261,261,34,,,,,,,,,,,0.9733745456463058,,,,,,,,,,,,,,,,,,,,,,,1040.2445314093602,1040.5002729324187,1040.5002867233634,1041.473917795709,1041.4739315866536,1196.129284012637,1196.129284012637,1044.5053329262337,None,1,,,1044.5057043195811,1044.5057412023416,1044.5057501824922,1044.5063444759908,1197.6196932124149,1197.6196932124149,1197.6196932124149,1197.6196932124149,1199.1101194103358,1199.1101194103358,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,180,270,0,180,-12,0,180,0,-12,j,present,resp,freq_top,,,,,0,262,262,740,,,,,,,,,,,1.0317650447352205,,,,,,,,,,,,,,,,,,,,,,,1044.5068207446602,1044.507566417833,1044.5075766808623,1045.5370668520882,1045.5370809637498,1200.1925482073675,1200.1925482073675,1046.7206984119257,j,1,1.1336433788892464,None,1046.7212041868042,1046.7212426731603,1046.721251653311,1046.7217122067195,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,180,0,180,180,-168,180,180,0,168,f,abs,resp,freq_top,,,,,0,263,263,907,,,,,,,,,,,0.9623504230460809,,,,,,,,,,,,,,,,,,,,,,,1046.722183664595,1046.9871567818736,1046.9871708935389,1047.951651513733,1047.9516665875562,1202.6071812976807,1202.6071812976807,1048.885930606535,f,1,0.8936084589331585,None,1048.8864309291785,1048.8864684533764,1048.8864771128065,1048.8869530607553,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
12,0,270,0,180,180,180,180,12,0,j,present,resp,freq_top,,,,,0,264,264,619,,,,,,,,,,,1.0642043282836315,,,,,,,,,,,,,,,,,,,,,,,1048.887426763671,1049.0767610394905,1049.0767745097182,1050.1420794435398,1050.1420938759256,1204.7970444401944,1204.7970444401944,1051.108925691824,j,1,0.9284443851793185,None,1051.1095174195689,1051.1095552644874,1051.1095642446344,1051.110019987249,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
168,0,180,0,180,0,168,180,180,180,f,abs,resp,freq_top,,,,,0,265,265,763,,,,,,,,,,,0.7060328944031096,,,,,,,,,,,,,,,,,,,,,,,1051.1104997838374,1051.3574779633564,1051.357492075018,1052.0651397632064,1052.0651541955922,1206.7287523236118,1206.7287523236118,1052.956844926921,f,1,0.8359437084618548,None,1052.9573632098654,1052.957401054784,1052.9574100349346,1052.9579805951798,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,180,-168,0,0,180,180,168,180,180,f,abs,resp,freq_top,,,,,0,266,266,776,,,,,,,,,,,0.7403350030078752,,,,,,,,,,,,,,,,,,,,,,,1052.958458146728,1053.1898891208075,1053.1899019495904,1053.9301507895507,1053.9301652219328,1208.5855301559823,1208.5855301559823,1055.1132595763702,f,1,1.1393756010766083,None,1055.1137560503776,1055.113793895296,1055.1138025547261,1055.1142817098735,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
-12,0,12,180,90,180,180,0,180,180,j,present,resp,freq_top,,,,,0,267,267,458,,,,,,,,,,,0.9134670682833836,,,,,,,,,,,,,,,,,,,,,,,1055.11477978748,1055.3961894657732,1055.3962032567179,1056.31173500347,1056.3117491151352,1210.9668834517615,1210.9668834517615,1057.2947942711799,j,1,0.9338465868568164,None,1057.2952888208674,1057.2953269865066,1057.2953359666571,1057.2957920299887,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,180,-168,180,90,0,180,-168,0,180,f,present,resp,freq_top,,,,,0,268,268,534,,,,,,,,,,,0.931253663995605,,,,,,,,,,,,,,,,,,,,,,,1057.2962727887352,1057.5938486613813,1057.593862452326,1058.5259423705284,1058.5259564821936,1213.1816831880024,1213.1816831880024,1059.343452893343,f,1,0.7827850689791376,None,1059.3439487259093,1059.343987212269,1059.343995871699,1059.3444727818096,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,0,270,0,168,0,0,-12,0,0,None,present,inhibit,freq_top,,,,,0,269,269,302,,,,,,,,,,,0.8656906521485207,,,,,,,,,,,,,,,,,,,,,,,1059.3449474468798,1059.6259395481975,1059.6259536598627,1060.491461801652,1060.491493552894,1215.1467064658355,1215.1467064658355,1063.5228127882474,None,1,,,1063.5231854644735,1063.5232239508296,1063.5232326102632,1063.5238387703866,1216.637146775418,1216.637146775418,1216.637146775418,1216.637146775418,1218.1275633517507,1218.1275633517507,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,90,0,0,12,0,0,-168,180,180,None,present,inhibit,freq_top,,,,,0,270,270,66,,,,,,,,,,,0.9528338490936255,,,,,,,,,,,,,,,,,,,,,,,1063.5243198498538,1063.7559788555955,1063.75599264654,1064.712670157809,1064.7126845901912,1219.368176849941,1219.368176849941,1067.7442334608095,None,1,,,1067.7446013262415,1067.7446388504395,1067.74464783059,1067.7452761203713,1220.858596312748,1220.858596312748,1220.858596312748,1220.858596312748,1222.3489926837428,1222.3489926837428,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,180,90,180,168,180,168,180,0,0,f,present,resp,freq_top,,,,,0,271,271,636,,,,,,,,,,,0.7314312066726799,,,,,,,,,,,,,,,,,,,,,,,1067.7457571998348,1067.7607934988846,1067.760804724072,1068.4928906076639,1068.4929217174686,1223.14832898651,1223.14832898651,1069.3102452607272,f,1,0.7680739796487615,None,1069.3107638643924,1069.3108013885903,1069.3108103687373,1069.3112673942305,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,180,180,0,0,0,-168,0,0,168,f,abs,resp,freq_top,,,,,0,272,272,936,,,,,,,,,,,0.8359282155359591,,,,,,,,,,,,,,,,,,,,,,,1069.311739493547,1069.5838665831943,1069.5838810155801,1070.4251915017012,1070.425206254804,1225.0800666968535,1225.0800666968535,1071.3919296674649,f,1,0.9166406194162846,None,1071.3924248585972,1071.3924623827952,1071.3924710422252,1071.3929485937733,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
90,0,0,12,0,12,180,180,180,0,j,present,resp,freq_top,,,,,0,273,273,593,,,,,,,,,,,0.7530260206443866,,,,,,,,,,,,,,,,,,,,,,,1071.3934242210053,1071.6329658741488,1071.6329796650934,1072.389393737245,1072.3894078489102,1227.0450825981352,1227.0450825981352,1073.2064148418795,j,1,0.7752269898592203,None,1073.206932162666,1073.2069700075845,1073.2069789877314,1073.2075466615024,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,180,168,180,0,12,180,180,180,180,None,abs,inhibit,freq_top,,,,,0,274,274,385,,,,,,,,,,,0.8016502760546985,,,,,,,,,,,,,,,,,,,,,,,1073.2080206851351,1073.3556572379384,1073.355670387442,1074.163490686944,1074.1635047986092,1228.8269255686646,1228.8269255686646,1077.203117523226,None,1,,,1077.2034876336947,1077.2035248371722,1077.2035338173228,1077.203982504103,1230.317355935942,1230.317355935942,1230.317355935942,1230.317355935942,1231.791110806069,1231.791110806069,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,270,0,-168,0,-12,0,0,0,0,None,present,inhibit,freq_top,,,,,0,275,275,280,,,,,,,,,,,0.8310260841373641,,,,,,,,,,,,,,,,,,,,,,,1077.204463904287,1077.4442630953054,1077.4442765655294,1078.2767396795643,1078.276753470509,1232.9318236632062,1232.9318236632062,1081.307891178545,None,1,,,1081.3083799552805,1081.3084184416366,1081.3084271010666,1081.3090056793044,1234.4222610863144,1234.4222610863144,1234.4222610863144,1234.4222610863144,1235.9126609852246,1235.9126609852246,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,180,0,180,180,180,180,12,0,-168,None,abs,inhibit,freq_top,,,,,0,276,276,377,,,,,,,,,,,0.9967106866940307,,,,,,,,,,,,,,,,,,,,,,,1081.3094752128636,1081.3102314697826,1081.3102417328118,1082.3060916206232,1082.3061057322884,1236.9617901031015,1236.9617901031015,1085.337653320028,None,1,,,1085.3380144503462,1085.338051333103,1085.3380606339742,1085.338627024863,1238.4522105280703,1238.4522105280703,1238.4522105280703,1238.4522105280703,1239.9342944873424,1239.9342944873424,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
90,0,0,12,0,180,180,180,0,12,j,present,resp,freq_top,,,,,0,277,277,571,,,,,,,,,,,0.8388571797471465,,,,,,,,,,,,,,,,,,,,,,,1085.339107142172,1085.3398348550436,1085.3398447973523,1086.1779471248774,1086.177960915822,1240.8335442599491,1240.8335442599491,1087.2782210835976,j,1,1.0505840470395924,None,1087.2788128113389,1087.2788516184155,1087.278860598566,1087.2793307735628,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,270,0,-168,0,180,180,180,0,-12,None,present,inhibit,freq_top,,,,,0,278,278,333,,,,,,,,,,,0.7518696997732909,,,,,,,,,,,,,,,,,,,,,,,1087.2798179467027,1087.5275802857504,1087.527594076695,1088.2842910235704,1088.2843051352356,1242.9401261326202,1242.9401261326202,1091.3163514420194,None,1,,,1091.3167305326388,1091.3167770369873,1091.316786017138,1091.3173273918947,1244.4305327666407,1244.4305327666407,1244.4305327666407,1244.4305327666407,1245.9209397213817,1245.9209397213817,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,0,180,168,180,168,180,0,180,180,f,abs,resp,freq_top,,,,,0,279,279,786,,,,,,,,,,,1.0794756324278807,,,,,,,,,,,,,,,,,,,,,,,1091.3178206587072,1091.3185012257927,1091.3185111681014,1092.3978033270178,1092.397826098113,1247.0533337524066,1247.0533337524066,1093.1652456648335,f,1,0.718155891445349,None,1093.1657655513773,1093.1658030755752,1093.1658117350053,1093.1662774199285,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
0,12,0,90,180,180,168,0,0,0,None,present,inhibit,freq_top,,,,,0,280,280,249,,,,,,,,,,,0.8602889450844787,,,,,,,,,,,,,,,,,,,,,,,1093.1667447084474,1093.339750826497,1093.3397639760005,1094.2047252907978,1094.2047390817424,1248.8601864407428,1248.8601864407428,1097.2366638357817,None,1,,,1097.2370509443936,1097.237089110029,1097.237097769459,1097.2375612093456,1250.3505834531752,1250.3505834531752,1250.3505834531752,1250.3505834531752,1251.841002274541,1251.841002274541,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
90,180,180,0,180,-168,180,0,12,180,None,present,inhibit,freq_top,,,,,0,281,281,92,,,,,,,,,,,1.0308665184802894,,,,,,,,,,,,,,,,,,,,,,,1097.2380355536989,1097.2862345846115,1097.28624645124,1098.3181776196725,1098.3181920520547,1252.973379948864,1252.973379948864,1101.3489801756805,None,1,,,1101.3493579834176,1101.3493961490567,1101.3494054499242,1101.3499811416877,1254.4638144854944,1254.4638144854944,1254.4638144854944,1254.4638144854944,1255.9542111772062,1255.9542111772062,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
180,-12,180,90,180,12,0,180,0,180,j,present,resp,freq_top,,,,,0,282,282,517,,,,,,,,,,,0.931399130477477,,,,,,,,,,,,,,,,,,,,,,,1101.3504679941034,1101.3512374005295,1101.3512473428382,1102.2815780561068,1102.2815931299301,1256.9367511998098,1256.9367511998098,1103.1987906945142,j,1,0.8671943098088377,None,1103.1992980729883,1103.199336880065,1103.1993458602155,1103.1997929434,,,,,,,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
168,0,0,180,12,0,180,0,180,180,None,abs,inhibit,freq_top,,,,,0,283,283,400,,,,,,,,,,,1.0860200455570974,,,,,,,,,,,,,,,,,,,,,,,1103.2002682499115,1103.4809101253777,1103.4809239163224,1104.5709422229993,1104.570956013944,1259.2264957402003,1259.2264957402003,1107.6027348405441,None,1,,,1107.603105592454,1107.6031434373726,1107.6031520968027,1107.6036854535705,1260.7169094300552,1260.7169094300552,1260.7169094300552,1260.7169094300552,1262.2073211955903,1262.2073211955903,,,,,cml,001,1,26,m,2024-02-08_14h57.30.496,eye_track_exp,2023.1.3,120.09860603181868,
